N,true_gamma,sim,prs_r2,wg_power,wg_gamma,wg_pval,pc_power,pc_gamma,pc_pval,cd_power,cd_gamma,cd_pval
5000,-0.1,115,0.0011119001240556304,0,0.014321236599612732,0.15542388600425616,0,0.0013978847264903534,0.201659736840196,1,0.028348840459758582,0.042100938405044586
5000,-0.1,116,0.0003444446150984258,0,0.0061737961084434596,0.5346540811621074,0,0.001424823254316793,0.6397263142667177,0,-0.0017363141079674597,0.9020434542138669
5000,-0.1,117,0.0009251272957642355,0,-0.003030860624369462,0.7592522105298037,0,0.0004172121980763183,0.41145261685414924,0,0.002888181516171694,0.8365208151740005
5000,-0.1,118,0.0014362928508393218,0,-0.01271449409667615,0.19825686329716666,0,-0.0016461224154181479,0.19475969466464693,0,-0.005521723042886891,0.6957104952751807
5000,-0.1,119,0.0012976452263707833,0,-0.004798136062695541,0.6322163438747509,0,-0.0009591651878215586,0.8421647756959827,0,0.020525229503527698,0.14607098523418072
5000,-0.1,120,0.0015442029667370129,0,-0.01570799449877936,0.10773120066562011,0,-0.0013445656430197688,0.281690985916913,0,-0.0030885615611968144,0.8222882638769758
5000,-0.1,121,0.0015438778559117023,0,0.008336051435828756,0.400237572290877,0,0.0009415675600849393,0.9015364933261123,0,0.013195044571593758,0.35000880769239384
5000,-0.1,122,0.002725123543520406,1,0.022728147082008154,0.02809607816568103,0,0.0018081309063498789,0.5460661168823402,0,0.016671363233976413,0.2489236028325132
5000,-0.1,123,0.00030557557493802887,1,-0.022037763435899957,0.030695543572921927,0,-0.0016096115495450186,0.10590743130573266,0,-0.02597525076756898,0.0708677821075089
5000,-0.1,124,0.0025319396850241307,0,0.005341105287965688,0.5921118552178068,0,0.0013788975978859138,0.5328036372636455,0,0.018037785721534482,0.1955994801794142
5000,-0.1,125,0.003984103882157015,0,0.006204909833826561,0.5208936915658149,0,0.00046763145857872256,0.2617808704324316,0,0.010400659213088439,0.45434422241893146
5000,-0.1,126,0.0025468865559140526,0,-0.0013857128846685544,0.8886621249041375,0,-0.0005820379051560886,0.7277329186586972,0,0.014546999063834687,0.30536738320363627
5000,-0.1,127,0.0029446617054242384,0,-0.012952198769099364,0.1786703916340618,0,-0.0013178750646053203,0.7490214524215524,0,-0.02105299114096816,0.12784842597481985
5000,-0.1,128,0.00043897685077774095,0,0.0027998651895379213,0.7757366220473613,0,0.0006111692510650442,0.9444408236564188,0,-0.003946892655050525,0.777802254123104
5000,-0.1,129,0.001630864781765188,0,0.006092304301231781,0.5478101941818272,0,0.0006646963214751906,0.340787928981362,0,0.012219744217180457,0.39768201549709203
5000,-0.1,130,0.003570348949617826,0,-0.006634138308666641,0.5092946561850252,0,-0.0012200898838734533,0.27871058483231625,0,-0.006148622433301516,0.664536499555361
5000,-0.1,131,6.618223647934592e-05,0,0.0039927082521729424,0.697812162571736,0,-0.0003849923342021778,0.8383546384765282,0,0.0232320791388432,0.0990569562507541
5000,-0.1,132,0.001272318114816634,0,-0.006879861760833298,0.4929046159266379,0,-0.0007257820397848909,0.3908904935345413,0,0.0009955362796797299,0.9452052701101343
5000,-0.1,133,0.001070704550516735,0,-0.01153073311956945,0.2449547477415216,0,-0.0022772933597665773,0.10351371844474899,0,-0.020042880285981668,0.1566299579967879
5000,-0.1,134,0.0010402658670111084,0,0.014242821103351427,0.15034161486575903,0,0.001380765877250932,0.1165602843553849,0,0.004281042203318546,0.7609954638629249
5000,-0.1,135,0.0013624647673899624,0,-0.012011420036493872,0.23186617705311877,0,-0.0012185163752376146,0.16225820023384196,0,0.004591887845707248,0.7431867263626399
5000,-0.1,136,0.00414423124065184,0,0.015195941730435104,0.12126428947092995,0,0.0017687304129211249,0.3600727585771599,0,-0.0018185085127768556,0.8943509928748676
5000,-0.1,137,0.0014628051112560072,0,0.005529402398594209,0.5836127349151354,0,0.0004047281524194302,0.7645114715660635,0,0.005721558347773038,0.6848540153545419
5000,-0.1,138,0.0032346823008279745,0,-0.006216550790392414,0.5327823493703623,0,-0.0005346693411004431,0.0995722727529964,0,0.0002492094327888458,0.9855765643852465
5000,-0.1,139,0.0020829882669539425,0,0.005487990544294838,0.5933803411909306,0,4.364290788628909e-05,0.5911014475370666,0,0.008441651530972406,0.5694636903267116
5000,-0.1,140,0.001493070249333466,0,-0.007275875084695383,0.46496108885514387,0,0.00010615373603337653,0.768438166824778,0,-0.007972141575482821,0.5667245958630631
5000,-0.1,141,0.0002984819864231858,0,-0.009888388680755991,0.3106427328448629,0,-0.0006782849023040698,0.4812481001373128,0,0.0032402548746516217,0.8124702100988812
